g1,g2,g3,score
CRH,DNMT1,NCKAP1L,0.7929018940668361
CRH,DNMT1,TUBA4A,0.7929018940668361
CRH,DNMT1,NOTCH1,0.7929018940668361
CRH,HMMR,RRM1,0.7929018940668361
CRH,HMMR,TUBA1A,0.7929018940668361
CRH,HMMR,PRKAB1,0.7929018940668361
ACVR1,CCNK,IL21,0.7929018940668361
ACVR1,CCNK,TUBA4A,0.7929018940668361
CRH,CYP17A1,SOX10,0.7929018940668361
ACVR1,IL21,PRDX4,0.7929018940668361
ACVR1,NFE2L2,TUBA1C,0.7929018940668361
ACVR1,CAMKK1,TUBA1C,0.7929018940668361
ACVR1,CAMKK1,PRDX4,0.7929018940668361
ACVR1,PRDX4,TOP2A,0.7929018940668361
ACVR1,APP,PRDX4,0.7929018940668361
ACVR1,CRH,PRDX4,0.7929018940668361
ACVR1,PRDX4,XRCC4,0.7929018940668361
ACVR1,CASP10,PRDX4,0.7929018940668361
ACVR1,PRDX4,TUBB3,0.7929018940668361
ACVR1,PRDX4,TUBA1C,0.7929018940668361
ACVR1,DEK,PRDX4,0.7929018940668361
ACVR1,TP53AIP1,TUBB3,0.7929018940668361
ACVR1,PRDX4,RUNX1,0.7929018940668361
ACVR1,MC2R,PRDX4,0.7929018940668361
ACVR1,IL21,TOP2A,0.7929018940668361
ACVR1,MC2R,NFE2L2,0.7929018940668361
CCNK,COPS5,CYP17A1,0.7929018940668361
CCNK,COPS5,MBNL1,0.7929018940668361
CCNK,COPS5,IFNAR2,0.7929018940668361
COPS5,RFX5,TUBA1A,0.7929018940668361
COPS5,PAPOLA,TUBA1A,0.7929018940668361
ACTR2,COPS5,TUBA1A,0.7929018940668361
ACVR1,CCNK,TP53AIP1,0.7929018940668361
ACVR1,NOTCH1,TP53AIP1,0.7929018940668361
ACVR1,CCNK,GNRHR2,0.7929018940668361
ACVR1,HMMR,TP53AIP1,0.7929018940668361
ACVR1,CCNK,HMMR,0.7929018940668361
ACVR1,CCNK,CRH,0.7929018940668361
ACVR1,CCNK,TUBA1A,0.7929018940668361
ACVR1,CCNK,NCKAP1L,0.7929018940668361
ACVR1,PAPOLA,TUBA1C,0.7929018940668361
ACVR1,CASP10,TUBA1C,0.7929018940668361
ACVR1,MBNL1,TP53AIP1,0.7929018940668361
ACTR2,ACVR1,TP53AIP1,0.7929018940668361
ACVR1,CASP10,TP53AIP1,0.7929018940668361
ACVR1,DNMT1,TP53AIP1,0.7929018940668361
ACVR1,CX3CL1,TP53AIP1,0.7929018940668361
ACVR1,PAPOLA,TP53AIP1,0.7929018940668361
ACVR1,DEK,TP53AIP1,0.7929018940668361
ACVR1,TP53AIP1,XRCC1,0.7929018940668361
ACVR1,TOP2A,TUBA1C,0.7929018940668361
